"cellcode","bio1","bio10","bio12","bio15","bio4"
"50kmE440N450",3.10323883554335,11.9927069044354,1562.76837372352,19.834766041762,658.206645328456
"50kmE445N450",1.75364718449566,10.9070425759194,1372.66285670685,20.6849687166182,679.793392339383
"50kmE450N450",2.17476321417658,12.0434463794685,1004.04147571036,25.0503208065994,736.114237702416
"50kmE455N450",2.77198440605409,13.1703638587371,785.952988839627,33.8015288182234,780.930530499917
"50kmE460N450",2.90891354246364,13.6617674062739,750.659173680185,35.337444529457,809.733817903598
"50kmE465N450",2.68251035117315,13.709730102745,775.904661861676,33.590998313142,830.26563410519
"50kmE470N450",2.72164133271918,13.7619606939966,797.177491171501,32.2038077690776,826.188423153696
"50kmE475N450",3.36638739431202,14.2258647194465,806.317524980786,32.5427671022286,810.422167563412
"50kmE480N450",4.17973139857964,13.8751312133379,663.702794072243,29.101420191417,724.866795307194
"50kmE485N450",4.04763560500701,13.6364472260857,566.763390511511,28.1572090866939,708.299103693402
"50kmE490N450",4.11981863277001,14.5686637730583,602.963866067277,30.7076267245394,788.0088358394
"50kmE495N450",3.86114219114219,15.0107303807303,654.003387723388,33.4935975135976,841.979580419583
"50kmE500N450",3.34775596072923,14.7392940626462,710.875658407354,31.9367928938755,859.699501324594
"50kmE505N450",3.08838936669276,14.6163799843627,689.388365910868,32.6256763096169,865.512822517586
"50kmE510N450",3.26727600815943,14.9984387258751,707.759799152678,31.9545426016006,879.586238820016
"50kmE515N450",3.32364194615028,15.1425680995121,712.505196032123,31.0493465595966,891.526547000485
"50kmE520N450",3.29924146649817,15.2213653603034,713.733975979774,28.7871839443744,899.299209860942
"50kmE525N450",3.15464858004122,15.247049024274,749.828906869741,26.9016658733934,909.601792797084
"50kmE530N450",3.16868429436127,15.3754698948709,728.225039821598,28.0930391844538,918.128321121369
"50kmE535N450",2.82019199999996,14.981168,808.817711999998,27.8812479999992,925.711392000004
"50kmE430N455",6.40679988070384,12.2502982403819,1466.61595586043,24.6494780793321,430.607813898002
"50kmE435N455",4.66176470588235,12.6000450180072,1798.74902460984,26.8081332533014,603.195168067228
"50kmE440N455",3.65539973001349,12.5779736013199,1688.71436928153,22.1373931303436,670.916844157794
"50kmE445N455",1.58047461700212,10.8088164613998,1532.21728747372,21.9978071492939,680.565905677378
"50kmE450N455",1.14042537201264,10.819307079513,1195.57489854201,26.8129866225763,718.27402675485
"50kmE455N455",2.07738757707927,12.4158294480373,932.654053241089,32.0033388479474,774.710482779363
"50kmE460N455",2.33233875828814,13.2768384569016,804.598221820373,34.9542947558768,826.234132007232
"50kmE465N455",2.05899622641511,13.1098037735848,820.102792452828,34.90279245283,828.632332075465
"50kmE470N455",2.04480362537764,13.1688670694865,808.673036253773,35.4541540785499,829.979365558912
"50kmE475N455",2.59310814904575,13.881126931233,784.491214783399,34.7958951832779,844.028112693128
"50kmE480N455",3.23672942605524,13.9605526875191,811.961524445794,28.8067415730336,804.206665654418
